4.023511456686941212e-01 6.626722554739967741e-01 8.599601695954776304e+00 3.432194685205355711e+01 -1.161987469734270029e+00 2.948883477153563804e-01 4.761640111011191223e+00 -4.524992547585578451e-01 7.151351321450091225e-01
4.243578435900964840e-01 6.403501290708135674e-01 8.730720078246875460e+00 3.463029570281864267e+01 -1.432509463158395002e+00 8.942722273793152210e-01 4.986928199449060628e+00 4.040481690125534708e-01 5.824436101922682019e-01
5.179281822548852388e-01 6.758550482925562708e-01 8.341789206171554838e+00 3.452762598050207288e+01 -1.275447284371150403e+00 1.038013216150320384e+00 4.842713321666747284e+00 3.280676975909010973e-01 9.306342298881588038e-01
4.487659668482329445e-01 6.790298291731378111e-01 8.163700143768002349e+00 3.434093798318506430e+01 -1.267240524898540555e+00 6.958525807583471057e-01 4.763010501393157625e+00 3.284893921552244911e-01 1.459984488209119302e+00
3.075742795763642956e-01 7.948485926842966398e-01 8.382418546291100725e+00 3.439174381507566380e+01 -1.395630408492310126e+00 1.045184440876414600e+00 4.974188050624274382e+00 -4.722597486426281105e-02 7.268153445942039381e-01
4.866865005365180741e-01 7.127060927811907920e-01 8.794874563220172803e+00 3.440029109324534318e+01 -1.408061871603911275e+00 5.047942804300888930e-01 4.545041952668498197e+00 3.705381534209963856e-01 7.516517306164873791e-01
4.030010784916069899e-01 6.806205335219487340e-01 8.493571810252388943e+00 3.466035902198475327e+01 -1.292964530851426153e+00 7.835629829988224326e-01 4.843709318115679174e+00 -3.588837912582745759e-01 9.797145902143362672e-01
4.027677238964592621e-01 7.832116097725398962e-01 8.788106441981861749e+00 3.445318194290481983e+01 -1.070280946692257595e+00 1.144473107535016076e+00 4.878546342507577904e+00 -2.281897254410489573e-01 1.149188039382056825e+00
4.328773466885233456e-01 5.494389039501051952e-01 8.207272511192726938e+00 3.446594666361295367e+01 -1.258362052442781875e+00 3.219362330253597859e-01 4.805586646130913131e+00 -7.311381617651913079e-02 9.489137531680632565e-01
2.396631921296596412e-01 7.765023634972105793e-01 8.686703472127002001e+00 3.458044831420382792e+01 -1.142189041364499724e+00 4.442753753589849253e-01 4.601852267090340121e+00 1.749731234404177105e-01 9.133376244701240099e-01
4.993426982332105912e-01 6.642612260400106994e-01 8.061702127205137458e+00 3.454855310011814140e+01 -1.074848362010652369e+00 2.951024007589397868e-01 4.854888131415570740e+00 3.334430540189143449e-02 1.282521365934820468e+00
3.459806105990029801e-01 6.633881897467850397e-01 8.755700351010661464e+00 3.445617948362497174e+01 -1.314845872926162729e+00 9.407636424030896283e-01 4.693826530376004946e+00 -1.462089290960833518e-03 7.805760333046930510e-01
3.595484553329632571e-01 5.735001179386914893e-01 8.628534119908325195e+00 3.456445837258565490e+01 -1.294598253297321699e+00 5.747389023606248593e-01 4.655123230422349323e+00 -3.297751680048716105e-01 1.061495921426649502e+00
5.190322068199331174e-01 6.966439134628442664e-01 8.785483236628568449e+00 3.450652519335576329e+01 -1.123644715387213111e+00 1.003514689435295093e+00 4.556494150161806367e+00 -3.523396532834700556e-01 5.578256575348033985e-01
4.656697846506396843e-01 7.182756023507208543e-01 8.709051636753049053e+00 3.425287802293284045e+01 -1.157044017287954141e+00 6.606774109695374708e-01 4.755114712917139386e+00 -2.421221564159234951e-01 1.118839443989053661e+00
2.955915224518200213e-01 7.143996867653632510e-01 8.350420567571688935e+00 3.431739314995254375e+01 -1.295700446921757676e+00 1.201587163448934126e+00 4.766323127097496837e+00 -1.305437107270355501e-01 9.528541403502314155e-01
3.816110328349773817e-01 8.263195262280595976e-01 8.682297766181715559e+00 3.427839440420188311e+01 -1.486054419906219559e+00 9.228444247849411086e-01 4.622320256238047875e+00 3.606967287050525384e-01 1.256471238575633587e+00
4.976093766917929484e-01 6.774316027817650632e-01 9.016554284950801801e+00 3.447945662000837785e+01 -1.126713692480837858e+00 8.123930391673865881e-01 4.533954545207120823e+00 1.474058896834017640e-01 1.494018916251747431e+00
3.764364641956336466e-01 6.447056631315956077e-01 8.893725914463546545e+00 3.463740620176699991e+01 -1.214218158120143443e+00 3.482747417625196573e-01 4.991415109074424095e+00 2.931539701573440682e-01 7.506102460789753072e-01
5.001037535472396822e-01 7.875425663496217199e-01 8.374124694380057576e+00 3.440912270195772749e+01 -1.201838053448600840e+00 8.559964646900637408e-01 4.928408993442808139e+00 3.564646966908306402e-01 1.464637126155486913e+00
3.313981817396534635e-01 8.146091553296909149e-01 8.719101657568362640e+00 3.438586528530326802e+01 -1.146530556012901991e+00 7.874963787597769604e-01 4.862790801334233137e+00 -5.030514442905772432e-01 9.632339361866468774e-01
4.033279273019692579e-01 7.232353950565677536e-01 8.058359949972897951e+00 3.430810970669399751e+01 -1.488231659925061123e+00 2.924170865928428786e-01 4.956487334234161324e+00 2.512317446721924474e-01 8.191614957196245994e-01
2.995160226754496335e-01 7.581922194282192384e-01 8.094994747175325855e+00 3.438051266091913760e+01 -1.349013032558552316e+00 3.891414358336777179e-01 4.915082366988688278e+00 -4.442229169812902251e-02 1.035067670112037597e+00
4.621852619048179567e-01 5.450887180508668939e-01 8.200487271596175631e+00 3.460384519429308625e+01 -1.179305816857763922e+00 1.022465239440666585e+00 4.934951849119733502e+00 -1.062783014195704534e-01 7.581586227943023504e-01
3.476271741418593408e-01 5.650338246764873285e-01 8.121168759606819165e+00 3.440988357012719234e+01 -1.507153230813088385e+00 1.060153856670311701e+00 4.585618291977900718e+00 4.283684524484580591e-01 7.749800608361535614e-01
5.134699454407569696e-01 5.353539216132852108e-01 8.908393122209421477e+00 3.459123293162078738e+01 -1.213982890618133137e+00 3.536862444488373391e-01 4.770596417020501079e+00 -1.433246992673960774e-01 1.419905323339265335e+00
3.145684555693778472e-01 7.359299086987468597e-01 8.965473817519480804e+00 3.433270690656752322e+01 -1.188026582852056645e+00 1.093708513674097382e+00 4.934340020135985050e+00 -2.222623990244257108e-01 9.949398855496607297e-01
3.740950505724562891e-01 7.052000397640326712e-01 8.139111048190921238e+00 3.445119554405565054e+01 -1.218612221786159022e+00 1.107119790722587815e+00 4.529574583459975656e+00 -4.198092245400436573e-02 1.159847669117720637e+00
4.289207449159380681e-01 6.901019194674843371e-01 8.368509012789781210e+00 3.438711321139876276e+01 -1.437368663796689150e+00 9.891833195736027262e-01 5.025726844531663851e+00 -1.871495343667645972e-01 9.709497162447708885e-01
5.042531661884270822e-01 5.932708254576689599e-01 8.509767665130546277e+00 3.432743193979474228e+01 -1.353647431254752842e+00 1.090113501365192361e+00 4.580001711284638510e+00 7.151703546032781023e-02 1.148656783948504012e+00
4.813430249361569380e-01 6.051470312993348921e-01 8.787769138970219274e+00 3.463857663344692384e+01 -9.976601781707141736e-01 7.130181442870057174e-01 4.575839968533642832e+00 2.497523859212178177e-01 5.371990824452659297e-01
