5.504916941296155164e-01 2.166598381327236589e-01 8.830595560338286631e+00 3.463817481285232702e+01 -1.168594995689823390e+00 9.404842890695623847e-01 4.658289726049789081e+00
3.200066456323921171e-01 6.274093508892275572e-01 8.759323552055590767e+00 3.434906613135187570e+01 -1.035306729634634770e+00 9.345304281842899963e-01 4.635576310117405896e+00
3.906236965751768153e-01 7.991877402733151836e-01 8.977166868526644805e+00 3.462873294422759329e+01 -1.412339311362356575e+00 1.067029046399020409e+00 4.632543507408081851e+00
5.186245662470155837e-01 7.854596191443841136e-01 8.195677919787184962e+00 3.446280662909673254e+01 -1.109701464106441993e+00 2.705220163283115209e-01 4.949223679853133717e+00
4.665889830350883893e-01 7.315644267753905750e-01 8.932534669187676357e+00 3.458752238002946200e+01 -1.443838839576675692e+00 1.178915968181933671e+00 4.671519635858930819e+00
5.115047216379556838e-01 7.179329431140412110e-01 8.379475256982789944e+00 3.442291695371918081e+01 -1.277917737626414807e+00 1.176669777162931307e+00 4.669037303530792826e+00
3.644107857097756975e-01 1.099821216013248559e+00 8.786923968743215241e+00 3.432307405547382473e+01 -1.321777054104076088e+00 8.777094860717911118e-01 4.702606729360497617e+00
5.597824748323009247e-01 6.618363446638029224e-01 8.622661136365927348e+00 3.444881013421547067e+01 -1.082590917518456708e+00 6.082336742162336440e-01 4.720746304733948406e+00
2.810668102401324142e-01 6.881597917820241328e-01 8.483409904998854500e+00 3.471946824828307143e+01 -1.204963047554069355e+00 6.880915499148635428e-01 4.543559456153733578e+00
5.706454618092959841e-01 6.004547783028726382e-01 8.340773244947088827e+00 3.453411596258636251e+01 -1.153659583623615870e+00 6.637928971326583216e-01 4.750656972257187860e+00
4.784815892373529000e-01 8.623112763003396575e-01 8.503637712556093575e+00 3.461709213064370516e+01 -1.089008099624160897e+00 9.529281077197412353e-01 4.680560564501707432e+00
5.194452582625976866e-01 6.728875356857088041e-01 8.536128072497923824e+00 3.432734616930051885e+01 -1.472951172876389547e+00 3.669053479285738217e-01 4.980368793830860064e+00
3.421575673744295387e-01 6.679497294628433668e-01 8.975704385920590056e+00 3.457539349632985903e+01 -1.358095857272531459e+00 1.119324572137317286e+00 4.548811574362406240e+00
3.199683368360747848e-01 4.680636633137749136e-01 8.316154668585937770e+00 3.461069717796657130e+01 -1.057225546524721338e+00 7.127333599558235422e-01 4.921684421985565550e+00
2.308174673013597966e-01 8.355486919870350748e-01 8.389523831036280299e+00 3.429778960770979523e+01 -9.520031909549536708e-01 5.512942196445179688e-01 4.991227310359835911e+00
