8.337466662833989961e-01 3.787529926518247714e-01 8.956972136923573302e+00 3.464285453196310272e+01 -1.145492781006343108e+00 9.398322462705056557e-01 4.722550402594523966e+00
8.853381611443447152e-01 6.942868405116933150e-01 9.068282106216020821e+00 3.436954169981925844e+01 -1.020921088450524872e+00 9.329784849988501660e-01 4.666277085979678496e+00
8.677156781220155546e-01 8.756298039241446896e-01 9.202295005906282910e+00 3.462572579055107269e+01 -1.386583226063851981e+00 1.082521514133975238e+00 4.652707083769955787e+00
2.634839711576508203e-01 7.352312994168864746e-01 8.522888678809438900e+00 3.441028622174643914e+01 -1.267321744283144813e+00 2.622978825315375184e-01 4.950791979227507689e+00
6.683049149947516421e-01 7.041509144507961393e-01 8.988601692051101821e+00 3.461567244134799637e+01 -1.393015036983359822e+00 1.173112815832091593e+00 4.767903684911783735e+00
6.025280257124049355e-01 5.781777153057773289e-01 9.084693694403053854e+00 3.444701237851505482e+01 -1.182456794595442728e+00 1.173360863092985928e+00 4.710408693995232987e+00
5.323374228250690177e-01 7.028083720501753229e-01 8.929654080780554892e+00 3.434737418025419942e+01 -1.285626326071031222e+00 8.782223184863676702e-01 4.764194635564966696e+00
6.035037911819444156e-01 8.003816119351511160e-01 8.663912491570592067e+00 3.451218636291339692e+01 -1.175519439650442921e+00 5.999363258694201395e-01 4.754618365860695306e+00
2.742793325480371025e-01 5.471397379381625070e-01 8.705849674244936054e+00 3.470874206398740114e+01 -1.167694186152336000e+00 6.901418008771390555e-01 4.574187370921815265e+00
4.629439833314094588e-01 4.583118195372318793e-01 8.494069588417199057e+00 3.455534162818838695e+01 -1.151342215635753341e+00 6.598428325640921521e-01 4.772152118090977169e+00
9.081679837052204496e-01 8.505069685315774786e-01 8.855982985029736909e+00 3.462802993985217626e+01 -1.056942369412240623e+00 9.507169654104039580e-01 4.748815852132892701e+00
4.952512220750559524e-01 5.756124689016611784e-01 8.488044898756582413e+00 3.434308878074421045e+01 -1.446003791284306006e+00 3.653276360649990728e-01 4.919795545068354592e+00
8.420186211770984697e-01 9.468516424159161282e-01 9.248008187826222581e+00 3.458406335242024454e+01 -1.247651739093004641e+00 1.128052540061960096e+00 4.602157177978610569e+00
2.841151322662699985e-01 3.720355337360138903e-01 8.519307166440999168e+00 3.462787193454556700e+01 -1.069889829406739823e+00 7.125866259937976288e-01 4.994752236418861457e+00
3.076923063612163056e-01 7.854172569763615552e-01 8.616724047389034524e+00 3.436353240897849304e+01 -9.892353471846873081e-01 5.474544823368840962e-01 5.064090706079507953e+00
4.153920663596861740e-01 5.783916764200870420e-01 8.424006310805678410e+00 3.460397983748240591e+01 -1.119432222115358977e+00 3.863768739238346295e-01 4.984570372846925501e+00
2.702303715795634220e-01 4.112501371770819758e-01 8.671666943734685162e+00 3.473064174002301030e+01 -1.365127510007677181e+00 7.012158308116998029e-01 4.935885498659261295e+00
7.936106791450636688e-01 5.327452947700503927e-01 9.334258248450149509e+00 3.450890571963523001e+01 -1.103995678802089708e+00 1.023707356964372872e+00 4.857947042750942579e+00
7.962706410509605703e-01 6.406125069290173890e-01 8.965573321594318301e+00 3.466069969317795341e+01 -1.420974045467972458e+00 1.166520222355764247e+00 4.915575285817983975e+00
4.843377993909879220e-01 7.064053915185880550e-01 8.517389170211377092e+00 3.434089179552231030e+01 -1.355668379353522690e+00 4.864665496199356287e-01 4.829960056945221680e+00
4.095787935459218598e-01 -2.389710679803174476e-01 8.891121567899809008e+00 3.474985669559441703e+01 -1.000716459811860970e+00 8.481712313629093947e-01 4.759950025074236812e+00
